,cases,BandMaxSAT,BandMaxSAT_time,BandMaxSAT_v,BandMaxSAT_v_time,NuWLS,NuWLS_time,NuWLSV,NuWLSV_time,SATLike3.0,SATLike3.0_time,SATLike3.0_v,SATLike3.0_v_time,Loandra,Loandra_time,TT-OWI,TT-OWI_time,NuWLS_i,NuWLS_i_time,NuWLSV_s,NuWLSV_s_time
0,w_2021_role_domino_0.3_12.wcnf,102557,31.58,123319,294.98,99408,240.91,97752,41.25,101694,105.43,103250,293.86,123338.0,29.85,117392,53.0,98814,68.05,97752,46.33
1,w_2021_SwitchingActivityMaximization_OpenRISC1200_80.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,22.0,230.12,26,162.0,None,300,None,300
2,w_2021_role_domino_0.05_17.wcnf,25204,15.4,31166,298.85,24165,142.95,24377,44.84,26792,165.18,65400,298.78,28831.0,41.0,36677,30.0,24680,75.16,24070,254.96
3,w_2021_formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_2.wcnf,107,9.62,100,31.88,108,26.59,104,62.95,102,36.0,93,147.84,74.0,49.79,97,11.0,104,181.98,109,5.92
4,w_2021_formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,943,44.29,662,207.9,928,15.55,949,66.77,747,69.51,688,89.05,446.0,111.32,740,30.0,774,12.28,949,67.37
5,w_2021_metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,289,9.77,148,291.84,182,145.97,163,157.0,169,70.15,175,276.33,138.0,30.86,138,15.0,170,138.22,216,244.66
6,w_2021_lisbon-wedding-7-19.wcnf,825,49.81,521,299.19,504,30.31,476,170.68,493,141.27,448,185.22,424.0,7.33,426,4.0,496,294.14,489,126.46
7,w_2021_Rounded_CorrelationClustering_Protein2_UNARY_N260.wcnf,106434305,9.5,29619089,39.74,19729186,229.06,18680373,180.46,31195863,40.12,39325853,40.32,18651941.0,295.76,19136432,49.0,19088440,142.15,18712395,109.89
8,w_2021_role_domino_0.3_1.wcnf,101131,23.61,118861,299.17,97703,26.12,98952,38.46,101050,287.1,97784,278.88,139797.0,47.73,114545,291.0,99377,34.93,98952,44.54
9,w_2021_ram_k3_n15.ra1.wcnf,5402,17.39,5158,150.24,4884,2.98,4884,1.83,4884,39.77,4884,242.51,6520.0,30.79,5695,102.0,4884,2.65,4884,1.81
10,w_2021_SwitchingActivityMaximization_OpenRISC1200_72.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,27.0,92.17,22,78.0,None,300,None,300
11,w_2021_role_domino_multiple_0.5_7.wcnf,304051,5.39,179244,278.64,137208,88.01,136997,77.12,136860,234.46,136644,261.65,143371.0,45.37,169116,267.0,136820,60.27,136997,81.68
12,w_2021_instance5.wcnf,1580,22.6,1558,206.45,1396,66.35,1304,221.83,1388,46.54,1356,168.31,1224.0,32.08,1201,36.0,1306,179.72,1384,238.17
13,w_2021_role_domino_0.95_12.wcnf,537039,3.32,280309,294.37,202281,64.03,210710,86.44,202877,142.21,211645,298.3,240764.0,35.35,223995,45.0,202785,59.67,210710,90.33
14,w_2021_wg2.wcnf,205,44.35,157,262.21,144,32.11,136,101.15,197,72.38,153,275.42,84.0,77.83,91,220.0,165,125.02,160,96.63
15,w_2021_BrazilInstance2.xml.wcnf,295,5.06,268,62.45,187,230.28,147,103.05,264,132.55,285,198.37,8.0,251.68,5,103.0,179,293.31,150,38.26
16,w_2021_formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6.wcnf,223,13.63,223,213.19,240,13.42,240,16.97,216,31.82,212,145.49,139.0,213.78,174,268.0,240,3.18,240,17.27
17,w_2021_simNo_4-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,5229586433294125,17.69,897291526487612,47.5,827251183698983,74.52,828934005994034,58.11,904321771114496,14.24,901022179874358,11.35,826596190862672.0,298.13,12529290577080897,38.0,829282215557880,66.89,828934005994034,47.6
18,w_2021_ram_k4_n20.ra1.wcnf,2818,6.11,2937,286.22,2751,228.49,3127,100.76,2339,155.79,2688,215.28,7720.0,54.71,5397,46.0,3020,51.61,3187,222.86
19,w_2021_SwitchingActivityMaximization_OpenRISC1200_66.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,8.0,151.37,4,75.0,None,300,None,300
20,w_2021_SwitchingActivityMaximization_OpenRISC1200_76.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,12.0,277.91,24,98.0,None,300,None,300
21,w_2021_instance6.wcnf,2302,10.68,2170,78.71,2095,79.66,2091,297.59,2312,102.7,2075,294.43,2068.0,246.43,2200,249.0,2190,114.77,2087,87.86
22,w_2021_polysite-pmd.wcnf,None,300,188427,117.49,188481,253.44,188493,163.54,188503,167.96,188458,291.27,190826.0,111.81,188401,273.0,188492,252.19,188491,240.88
23,w_2021_SwitchingActivityMaximization_OpenRISC1200_100.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,42.0,176.88,26,292.0,None,300,None,300
24,w_2021_SingleDay_15_weighted.wcnf,3645151,57.93,3745851,298.7,3647780,183.09,3644296,222.06,3645753,230.94,3803525,261.15,3819612.0,9.03,3733331,286.0,3647046,249.09,3641464,229.23
25,w_2021_formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,80,14.44,84,15.83,88,138.16,86,260.18,82,206.3,80,168.25,75.0,26.37,70,292.0,84,8.07,87,0.82
26,w_2021_brock200_3.clq.wcnf,1102,0.0,1102,7.58,1102,0.0,1102,0.0,1102,13.91,1102,9.0,1102.0,17.26,1153,1.0,1102,0.0,1102,0.0
27,w_2021_polysite-hsqldb.wcnf,None,300,172413,245.22,172555,165.58,172555,119.41,172590,173.88,172570,167.62,175624.0,99.04,172388,286.0,172545,145.63,172555,199.09
28,w_2021_lisbon-wedding-10-19.wcnf,991,13.48,409,282.29,443,43.13,422,215.94,556,181.28,414,91.25,380.0,7.14,380,19.0,432,42.16,433,252.12
29,w_2021_formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_3.wcnf,131,22.48,129,19.86,142,9.77,135,7.6,127,238.21,128,107.83,114.0,182.05,113,17.0,135,53.62,135,7.94
30,w_2021_pa-2.wcnf,2579,114.05,2425,65.18,3017,151.48,3349,121.37,3349,72.95,3349,68.52,300,300,10675,285.0,3093,120.9,3349,119.97
31,w_2021_scpnrf4_weighted.wcnf,14,1.46,17,1.26,14,276.3,14,8.08,17,1.93,17,1.21,15.0,30.41,14,64.0,14,6.92,14,7.92
32,w_2021_af-synthesis_stb_50_120_5.wcnf,132,12.68,129,265.25,115,41.43,117,103.88,200,1.15,153,284.41,114.0,10.58,114,106.0,115,191.4,114,257.72
33,w_2021_inf-road-usa.wcnf,None,300,759720552,122.45,759720620,239.26,759720620,184.3,759720620,176.36,759719656,133.6,300,300,None,300,None,300,None,300
34,w_2021_bnn_mnist_30_label3_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
35,w_2021_downcast-pmd.wcnf,None,300,4235,106.45,4287,125.13,4276,288.29,4289,189.1,4267,235.4,6287.0,140.29,4227,200.0,4281,265.87,4281,118.89
36,w_2021_role_domino_0.5_0.wcnf,157304,38.12,172475,299.05,155865,104.02,154357,55.94,158524,250.53,259728,253.3,165654.0,57.06,160730,9.0,155276,71.05,154357,62.08
37,w_2021_SwitchingActivityMaximization_OpenRISC1200_200.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,119.0,156.41,118,281.0,None,300,None,300
38,w_2021_role_university_0.6_3.wcnf,408043,8.03,362148,284.62,219984,242.54,259948,96.41,228481,219.75,231758,274.79,219034.0,83.37,227906,67.0,226990,184.97,259948,99.84
39,w_2021_af-synthesis_stb_50_140_8.wcnf,129,14.06,134,90.32,113,105.06,114,10.91,205,1.43,179,244.48,113.0,9.61,113,5.0,114,44.82,114,10.75
40,w_2021_web-wikipedia2009.wcnf,36530121,21.95,35294098,288.38,27064289,293.04,27051508,210.8,35378352,170.71,35340565,219.7,34407333.0,47.15,42331598,298.0,27060511,296.7,27051508,138.46
41,w_2021_MinWidthCB_mitdbsample_300_64_1k_15s_2t_17.wcnf,70475,50.6,65240,194.4,60125,294.64,60430,28.54,66020,40.87,69145,238.42,60610.0,58.28,59400,36.0,60515,251.08,60370,243.91
42,w_2021_af-synthesis_stb_50_160_5.wcnf,131,2.7,130,263.48,113,86.15,113,16.18,178,293.53,162,205.93,113.0,18.62,113,7.0,113,133.44,113,16.38
43,w_2021_ram_k3_n16.ra1.wcnf,7271,36.27,8023,78.97,7271,36.65,7271,1.43,7271,66.55,8080,19.65,10830.0,54.33,9170,4.0,7271,0.17,7271,1.25
44,w_2021_BrazilInstance4.xml.wcnf,None,300,None,300,239,104.42,None,300,None,300,None,300,79.0,265.65,84,177.0,None,300,None,300
45,w_2021_polysite-xalan.wcnf,None,300,114664,244.0,114714,255.69,114706,254.16,114769,262.39,114726,265.3,117712.0,81.28,114647,297.0,114727,213.99,114708,187.54
46,w_2021_formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,493,35.4,460,106.45,531,5.21,531,5.33,484,124.6,445,260.22,365.0,243.56,372,57.0,531,14.72,531,6.01
47,w_2021_simNo_2-s_5-m_300-n_300-fp_0.01-fn_0.20.wcnf,None,300,5537246819255916,296.81,3759964118100044,276.67,3949129525684868,132.96,7126561709512546,99.9,6615579656710202,94.88,1.8143703767803316e+16,155.7,12522730322858662,114.0,4138789492288554,157.77,3949129525684868,157.78
48,w_2021_instance8.wcnf,3973,43.54,1722,274.65,3053,165.03,2552,18.13,4097,60.41,1719,197.67,1671.0,130.39,1743,184.0,3279,206.78,2552,17.95
49,w_2021_bnn_mnist_back_image_40_label3_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
50,w_2021_simNo_4-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,596354865863692,42.66,397765521107729,298.12,389531189828199,153.22,387060890444340,274.67,526684648683198,14.52,412587317410883,180.68,387060890444340.0,289.81,404352986131353,48.0,388707756700246,113.69,387884323572293,72.33
51,w_2021_af-synthesis_stb_50_120_2.wcnf,128,27.9,154,110.38,109,227.74,109,3.42,146,273.02,127,278.35,107.0,22.75,107,28.0,109,83.23,109,3.8
52,w_2021_Rounded_CorrelationClustering_Protein1_UNARY_N190.wcnf,10338035,32.88,9954229,123.44,9128779,258.7,9238089,61.71,9749172,232.1,10245810,225.38,9056870.0,261.48,9773148,23.0,9241731,178.19,9238089,54.53
53,w_2021_downcast-hsqldb.wcnf,None,300,30232,236.88,30275,221.11,30276,158.09,30359,166.17,30269,195.07,32293.0,143.42,30212,284.0,30280,137.38,30276,159.82
54,w_2021_Rounded_CorrelationClustering_Protein4_UNARY_N190.wcnf,3979193,39.86,6559420,286.26,4140645,30.61,4301169,94.86,3993011,135.77,4118838,293.2,3595735.0,84.79,4122666,26.0,4266367,204.79,4382011,106.28
55,w_2021_hugebubbles-00020.wcnf,None,300,588544429,178.15,588544429,227.19,None,300,588544429,198.2,588544429,124.17,300,300,None,300,None,300,None,300
56,w_2021_ItalyInstance4.xml.wcnf,8870,42.09,8262,294.22,8237,175.62,10461,209.18,9029,142.06,10015,32.65,40.0,299.7,174,298.0,9911,88.95,10490,26.01
57,w_2021_Rounded_CorrelationClustering_Protein3_UNARY_N260.wcnf,96696937,10.23,29911242,36.64,18380428,131.98,19276074,122.79,32874880,48.11,39315144,40.63,25759501.0,266.99,19268617,30.0,21490047,251.65,19117858,155.29
58,w_2021_SwitchingActivityMaximization_OpenRISC1200_70.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,10.0,211.73,8,158.0,None,300,None,300
59,w_2021_SwitchingActivityMaximization_OpenRISC1200_90.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,30.0,283.18,32,225.0,None,300,None,300
60,w_2021_instance12.wcnf,8224,21.73,4805,252.49,6759,96.08,7250,245.54,7780,124.87,4946,188.06,5731.0,185.28,9290,148.0,7294,284.15,7397,260.23
61,w_2021_twitter_train_1_CNF_4_20.wcnf,34260,30.07,34109,97.21,36838,124.77,34699,36.59,36067,19.97,36308,17.72,584056.0,45.64,44068,140.0,38207,39.11,34699,42.54
62,w_2021_polysite-bloat.wcnf,None,300,63,297.8,195,229.68,179,279.94,223,260.69,160,155.85,131.0,238.56,66,299.0,192,134.86,178,272.12
63,w_2021_formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_6.wcnf,328,28.06,312,225.75,344,44.99,344,9.85,316,160.71,279,231.54,189.0,148.85,319,42.0,338,8.86,344,10.68
64,w_2021_MultiDay_4_weighted.wcnf,2022488,52.22,2194126,298.66,2244586,11.06,2018497,236.65,2244580,9.46,2242515,283.71,2488234.0,36.68,2308873,22.0,2019094,255.56,2018497,249.62
65,w_2021_Rounded_CorrelationClustering_Protein3_BINARY_N400.wcnf,43879967,15.17,41816946,278.17,43168423,119.78,42858064,95.99,43825630,100.87,43670177,189.29,45242105.0,135.87,42379601,92.0,43492479,58.31,43727338,85.52
66,w_2021_instance9.wcnf,2429,50.93,1408,23.7,2096,177.8,2262,198.71,2335,135.97,1538,55.22,763.0,205.85,854,265.0,1967,227.33,2349,209.97
67,w_2021_random-net-50-5_network-4.net.wcnf,43528,0.24,43082,297.87,43082,1.52,43082,0.42,43562,262.73,43082,68.61,43975.0,20.37,45236,6.0,43082,0.31,43082,0.43
68,w_2021_MultiDay_3_weighted.wcnf,1057495,30.04,1143942,298.85,1172410,7.25,1053249,174.33,1172410,6.1,1172361,65.98,1318653.0,30.83,1221199,19.0,1053523,187.96,1053249,163.65
69,w_2021_formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6.wcnf,235,25.53,242,51.18,250,137.86,221,16.7,219,54.1,219,5.48,125.0,220.4,177,36.0,229,6.38,221,17.36
70,w_2021_SwitchingActivityMaximization_OpenRISC1200_74.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,22.0,197.43,20,67.0,None,300,None,300
71,w_2021_lisbon-wedding-7-18.wcnf,608,14.64,481,10.25,470,110.35,474,195.75,491,298.95,444,137.14,420.0,5.48,420,74.0,475,142.09,473,254.08
72,w_2021_role_domino_0.8_6.wcnf,181939,51.89,246620,291.18,180750,218.74,180802,157.6,186401,262.95,407274,295.05,198607.0,32.09,199945,57.0,181020,144.85,180802,176.65
73,w_2021_role_domino_0.9_18.wcnf,203933,50.47,261758,291.72,199443,149.32,199523,138.54,200203,223.39,204688,292.42,225313.0,33.53,219088,58.0,206606,40.68,199523,157.49
74,w_2021_MANN_a45.clq.wcnf,2057,0.0,2057,51.0,2057,67.38,2057,0.0,2057,53.84,2057,24.23,2063.0,20.14,2111,1.0,2057,0.0,2057,0.0
75,w_2021_lisbon-wedding-1-17.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
76,w_2021_toms_test_3_DNF_4_20.wcnf,504,56.45,268,269.11,118,252.78,154,187.59,442,113.13,215,267.95,304.0,74.67,164,22.0,142,52.39,154,198.47
77,w_2021_simNo_10-s_5-m_100-n_100-fp_0.01-fn_0.20.wcnf,1868834032232672,4.5,475102376968312,4.56,252214885917126,130.88,249787931132288,48.83,445971993926326,2.9,452126902258514,2.21,248697795441590.0,226.79,382064729776888,26.0,251449999917056,50.49,249787931132288,46.21
78,w_2021_brock400_2.clq.wcnf,1355,0.0,1355,61.39,1355,0.01,1355,0.0,1355,17.63,1355,16.21,1397.0,103.45,1433,1.0,1355,0.0,1355,0.0
79,w_2021_formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,218,27.28,218,141.78,243,121.25,242,168.39,211,213.7,203,260.76,203.0,31.92,243,13.0,245,0.4,244,6.63
80,w_2021_formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf,239,46.85,293,223.5,296,153.5,296,5.59,232,44.83,239,216.67,156.0,48.94,189,24.0,296,20.0,296,6.5
81,w_2021_rail4872.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,2581.0,65.57,2353,18.0,None,300,None,300
82,w_2021_simNo_1-s_15-m_100-n_500-fp_0.01-fn_0.20.wcnf,4415800273472740,22.25,1094831730777202,43.03,945914659625110,230.34,944921000387412,272.86,1174541066276808,14.78,1215476914634402,11.46,2217868249386014.0,65.58,8292779008927386,39.0,947884067934692,189.57,944921000387412,251.8
83,w_2021_BrazilInstance5.xml.wcnf,None,300,None,300,462,124.52,465,14.48,None,300,None,300,25.0,245.05,39,220.0,456,26.58,447,155.68
84,w_2021_ram_k4_n19.ra1.wcnf,1213,35.15,831,221.98,1243,72.89,1046,289.68,1319,146.54,1200,42.03,3139.0,53.21,1861,265.0,1280,25.5,1247,270.67
85,w_2021_role_domino_multiple_1.0_1.wcnf,295480,6.39,219632,228.34,209352,217.75,209520,43.42,209912,288.99,219856,167.57,210920.0,29.21,210136,140.0,209464,60.93,209520,47.78
86,w_2021_lisbon-wedding-9-17.wcnf,None,300,430,182.86,436,231.73,443,152.36,551,275.67,524,282.95,394.0,250.7,394,40.0,453,59.71,458,110.8
87,w_2021_MultiDay_2_weighted.wcnf,464892,12.48,493320,298.83,460982,287.87,460617,280.91,514911,4.29,514949,90.94,576458.0,26.06,537594,11.0,460818,288.54,460813,294.68
88,w_2021_af-synthesis_stb_50_40_8.wcnf,130,23.69,132,257.48,117,76.63,117,47.62,158,225.75,143,156.34,117.0,8.93,117,71.0,117,80.13,117,52.48
89,w_2021_channel-500x100x100-b050.wcnf,33348213,85.68,33348213,52.08,33348213,88.11,26451060,197.5,33347966,64.35,33348213,68.17,44277886.0,141.49,43147064,253.0,26463663,227.17,26451060,237.75
90,w_2021_af-synthesis_stb_50_40_6.wcnf,138,0.5,127,279.77,115,27.72,115,263.31,144,298.86,130,153.28,115.0,20.87,115,6.0,115,194.32,115,172.65
91,w_2021_BrazilInstance7.xml.wcnf,None,300,None,300,825,29.89,853,291.73,None,300,None,300,151.0,272.96,166,149.0,892,240.67,872,123.85
92,w_2021_wdbc_train_9_DNF_5_10.wcnf,56,10.66,47,107.6,23,0.57,22,0.3,42,70.87,38,84.72,22.0,11.25,22,33.0,22,0.07,22,0.3
93,w_2021_bnn_mnist_rot_1_label0_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
94,w_2021_r11.wcnf,None,300,54796642,217.75,53717925,148.52,52882190,265.78,55130855,295.98,55744653,297.4,73560693.0,85.02,49025947,201.0,54951510,145.66,52882190,233.4
95,w_2021_lisbon-wedding-1-19.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
96,w_2021_formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4.wcnf,484,52.43,436,73.85,523,4.03,523,0.55,457,231.8,459,247.75,403.0,62.36,388,201.0,523,0.5,523,0.69
97,w_2021_role_domino_0.7_0.wcnf,181355,57.51,218878,243.33,183100,97.3,183070,288.02,180640,204.87,181626,278.46,194740.0,31.73,187010,48.0,183098,96.52,183096,217.34
98,w_2021_role_university_multiple_0.2_0.wcnf,115788,59.79,134755,298.99,103128,249.98,101756,277.39,100315,297.46,101445,167.69,104789.0,46.91,119411,215.0,104839,289.2,101756,278.27
99,w_2021_SwitchingActivityMaximization_OpenRISC1200_68.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,20.0,224.71,22,159.0,None,300,None,300
100,w_2021_SwitchingActivityMaximization_OpenRISC1200_78.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,20.0,263.52,14,177.0,None,300,None,300
101,w_2021_downcast-avrora.wcnf,46721,59.51,46655,104.51,46687,44.17,46688,223.76,46720,102.96,46708,270.0,46642.0,172.47,46644,165.0,46694,76.92,46693,75.05
102,w_2021_bnn_mnist_back_image_5_label2_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
103,w_2021_simNo_10-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,14736795795612879,18.19,2276370775600066,86.73,1079471970824640,236.59,1081196219411072,239.78,1377639443902360,16.45,1361631918953685,11.98,1079248040134937.0,298.81,11124902762949903,36.0,1081237645702453,139.37,1081196219411072,218.1
104,w_2021_instance3.wcnf,1018,20.16,1008,87.96,1019,108.4,1015,106.61,1043,87.72,1013,224.34,1026.0,4.3,1011,15.0,1025,32.99,1020,93.5
105,w_2021_role_domino_multiple_0.2_0.wcnf,67032,42.77,82314,278.9,67011,170.91,66804,165.07,74067,235.39,70315,107.72,72660.0,50.39,85977,48.0,66832,72.07,66804,166.49
106,w_2021_toms_train_9_CNF_5_5.wcnf,3203,54.42,2995,69.78,3353,102.2,3065,37.49,3119,202.08,3205,23.99,45945.0,31.01,4440,238.0,3301,40.05,3065,41.61
107,w_2021_FinlandSecondarySchool.xml.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,269.0,40.59,128,101.0,None,300,None,300
108,w_2021_Subnetwork_9_weighted.wcnf,83140,0.88,83311,293.89,82937,14.33,82915,11.88,83251,148.25,83167,224.58,87325.0,2.06,88156,43.0,82931,5.1,82915,10.25
109,w_2021_pa-3.wcnf,16294,118.64,16294,67.65,2677,264.03,6653,234.42,15245,64.13,15989,68.03,300,300,3299,296.0,2908,272.31,6697,130.81
110,w_2021_bn-human-BNU_1_0025865_session_1-bg.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,119864215.0,57.53,119665271,299.0,None,300,None,300
111,w_2021_role_domino_0.55_9.wcnf,162577,37.4,188654,255.51,161598,167.88,161671,90.3,162470,156.6,285814,205.49,180383.0,45.92,170233,293.0,162139,73.72,161671,93.8
112,w_2021_bnn_mnist_back_image_35_label9_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
113,w_2021_ItalyInstance1.xml.wcnf,353,53.93,15,90.19,63,69.03,63,25.3,296,103.93,34,172.34,12.0,7.0,12,43.0,65,185.95,66,47.19
114,w_2021_ram_k3_n19.ra1.wcnf,21360,35.84,21952,166.17,20665,135.01,20665,18.59,20665,42.56,21066,29.81,31660.0,64.52,29146,9.0,20665,49.08,20665,17.36
115,w_2021_formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,725,37.3,647,81.0,781,6.25,781,1.72,717,258.16,633,68.41,621.0,36.82,526,272.0,781,108.25,781,1.26
116,w_2021_instance11.wcnf,3970,17.76,3546,151.55,3524,249.61,3649,192.91,3889,298.4,3587,149.34,3900.0,117.17,3568,265.0,3645,263.2,3652,18.21
117,w_2021_BrazilInstance1.xml.wcnf,146,34.44,58,241.37,110,205.18,100,244.73,132,97.66,100,176.77,39.0,105.45,39,189.0,107,53.13,104,23.05
118,w_2021_rail4284.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,2304.0,45.21,1730,19.0,None,300,None,300
119,w_2021_role_domino_0.5_18.wcnf,158870,31.36,187735,298.72,154784,167.67,153105,84.18,156875,137.3,157053,261.77,174477.0,32.31,178777,284.0,154062,108.54,153105,83.2
120,w_2021_formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,94,32.6,99,226.54,94,53.22,105,13.05,94,15.89,85,157.81,57.0,121.63,132,225.0,105,20.75,105,15.77
121,w_2021_role_university_multiple_0.2_8.wcnf,105109,59.08,135464,286.75,99880,251.8,98977,265.17,105963,180.84,159006,181.79,103916.0,48.27,110965,195.0,99640,240.16,98977,284.4
122,w_2021_ram_k3_n13.ra1.wcnf,1417,0.05,1417,96.02,1417,0.5,1417,0.63,1417,13.98,1417,23.0,2230.0,37.17,1726,92.0,1417,0.41,1417,0.56
123,w_2021_delaunay_n24.wcnf,None,300,276432528,166.96,276432528,292.02,276432528,205.88,276432528,134.7,276432528,134.29,349843259.0,263.35,338844119,281.0,276432528,174.71,276432528,200.46
124,w_2021_SwitchingActivityMaximization_OpenRISC1200_150.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,88.0,219.09,80,245.0,None,300,None,300
125,w_2021_instance10.wcnf,6839,59.52,4908,287.5,5357,229.25,6535,35.85,6335,245.4,5487,151.31,5651.0,183.75,5575,126.0,6781,22.95,6479,162.11
126,w_2021_formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5.wcnf,779,8.19,779,20.13,738,87.85,713,45.1,691,155.47,690,262.2,499.0,93.47,723,37.0,736,271.93,713,45.69
127,w_2021_p_hat300-3.clq.wcnf,1439,0.0,1439,44.59,1439,0.01,1439,0.01,1439,0.39,1439,6.31,1482.0,1.69,1545,1.0,1439,0.01,1439,0.01
128,w_2021_af-synthesis_stb_50_20_4.wcnf,129,28.71,124,294.2,117,145.56,117,6.65,140,237.6,128,283.83,117.0,2.99,117,9.0,117,0.65,117,6.72
129,w_2021_af-synthesis_stb_50_80_8.wcnf,145,40.07,147,116.57,117,70.21,117,57.99,158,292.68,147,271.3,116.0,8.16,116,20.0,117,79.89,117,55.85
130,w_2021_SingleDay_37_weighted.wcnf,45129373,24.65,45070099,299.12,45129373,24.4,45129373,20.87,45129373,15.92,45129373,14.9,45034890.0,66.0,44885697,75.0,45129373,19.04,45129373,19.58
131,w_2021_ram_k3_n20.ra1.wcnf,26065,53.99,24810,232.01,23898,97.02,23898,7.95,23898,76.94,26189,68.3,41015.0,78.64,33151,8.0,23898,22.49,23898,7.38
132,w_2021_instance4.wcnf,1738,39.41,1742,8.87,1727,206.54,1723,182.82,1855,170.18,1724,283.16,1793.0,26.82,1747,7.0,1733,67.83,1727,52.74
133,w_2021_BrazilInstance6.xml.wcnf,None,300,665,45.58,556,228.54,532,7.32,None,300,None,300,57.0,286.69,79,286.0,543,14.38,532,6.95
134,w_2021_credit_train_1_DNF_2_5.wcnf,29845,58.2,27381,127.22,24284,46.02,24325,71.62,25688,0.77,25944,1.05,29801.0,299.2,24621,104.0,24114,115.4,24325,68.42
135,w_2021_bf2030fvslack.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,280619.0,109.27,245735,216.0,None,300,None,300
136,w_2021_sc-rel9.wcnf,17341720,119.69,16111569,296.93,12721799,283.66,14314665,142.19,16126077,121.58,16145643,248.51,16746750.0,93.8,20409037,288.0,14350185,173.13,12145251,245.77
137,w_2021_rail2536.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,1439.0,72.74,1121,25.0,None,300,None,300
138,w_2021_af-synthesis_stb_50_200_5.wcnf,129,2.95,128,171.62,104,234.71,102,167.39,190,2.21,144,257.74,102.0,14.23,102,22.0,102,23.52,104,24.86
139,w_2021_ram_k3_n18.ra1.wcnf,16415,19.2,16127,247.8,15621,5.6,15621,14.66,15621,79.55,16024,50.25,22536.0,46.57,21273,21.0,15621,0.95,15621,13.52
140,w_2021_instance7.wcnf,1254,18.05,1314,88.62,1166,58.75,1150,37.94,1364,267.17,1138,252.93,1235.0,44.47,1138,44.0,1157,105.36,1158,33.5
141,w_2022_SwitchingActivityMaximization_OpenRISC1200_80.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,20.0,250.57,20,298.0,None,300,None,300
142,w_2022_af-synthesis_stb_50_20_8.wcnf,139,1.37,138,189.15,121,251.76,121,259.02,148,0.31,139,249.61,120.0,15.32,120,55.0,123,59.23,121,198.0
143,w_2022_aus.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,578,39.84,513,180.7,570,54.73,547,116.26,486,72.23,489,112.09,283.0,194.11,395,24.0,463,294.36,547,111.66
144,w_2022_mul.role_smallcomp_multiple_0.9_7.wcnf,458310,41.22,456934,55.7,457622,10.08,457622,172.93,458998,233.35,456934,65.67,482398.0,0.12,461990,11.0,458430,0.22,457622,162.79
